Date,Open,High,Low,Close,Adj Close,Volume,Category
21-06-2017,145.520004,146.070007,144.610001,145.869995,144.191055,21265800,AAPL
22-06-2017,145.770004,146.699997,145.119995,145.630005,143.953842,19106300,AAPL
23-06-2017,145.130005,147.160004,145.110001,146.279999,144.596344,35439400,AAPL
26-06-2017,147.169998,148.279999,145.380005,145.820007,144.141663,25692400,AAPL
27-06-2017,145.009995,146.160004,143.619995,143.729996,142.075699,24761900,AAPL
28-06-2017,144.490005,146.110001,143.160004,145.830002,144.15152,22082400,AAPL
29-06-2017,144.710007,145.130005,142.279999,143.679993,142.02626,31499400,AAPL
30-06-2017,144.449997,144.960007,143.779999,144.020004,142.362366,23024100,AAPL
03-07-2017,144.880005,145.300003,143.100006,143.5,141.848343,14258300,AAPL
05-07-2017,143.690002,144.789993,142.720001,144.089996,142.431549,21569600,AAPL
06-07-2017,143.020004,143.5,142.410004,142.729996,141.087204,24128800,AAPL
07-07-2017,142.899994,144.75,142.899994,144.179993,142.520508,19201700,AAPL
10-07-2017,144.110001,145.949997,143.369995,145.059998,143.390381,21090600,AAPL
11-07-2017,144.729996,145.850006,144.380005,145.529999,143.854965,19781800,AAPL
12-07-2017,145.869995,146.179993,144.820007,145.740005,144.062561,24884500,AAPL
13-07-2017,145.5,148.490005,145.440002,147.770004,146.069214,25199400,AAPL
14-07-2017,147.970001,149.330002,147.330002,149.039993,147.32457,20132100,AAPL
17-07-2017,148.820007,150.899994,148.570007,149.559998,147.838593,23793500,AAPL
18-07-2017,149.199997,150.130005,148.669998,150.080002,148.352615,17868800,AAPL
19-07-2017,150.479996,151.419998,149.949997,151.020004,149.281799,20923000,AAPL
20-07-2017,151.5,151.740005,150.190002,150.339996,148.609619,17243700,AAPL
21-07-2017,149.990005,150.440002,148.880005,150.270004,148.540421,26252600,AAPL
24-07-2017,150.580002,152.440002,149.899994,152.089996,150.339478,21493200,AAPL
25-07-2017,151.800003,153.839996,151.800003,152.740005,150.98201,18853900,AAPL
26-07-2017,153.350006,153.929993,153.059998,153.460007,151.69371,15781000,AAPL
27-07-2017,153.75,153.990005,147.300003,150.559998,148.827087,32476300,AAPL
28-07-2017,149.889999,150.229996,149.190002,149.5,147.779282,17213700,AAPL
31-07-2017,149.899994,150.330002,148.130005,148.729996,147.018143,19845900,AAPL
01-08-2017,149.100006,150.220001,148.410004,150.050003,148.322952,35368600,AAPL
02-08-2017,159.279999,159.75,156.160004,157.139999,155.33136,69936800,AAPL
03-08-2017,157.050003,157.210007,155.020004,155.570007,153.779419,27097300,AAPL
04-08-2017,156.070007,157.399994,155.690002,156.389999,154.589981,20559900,AAPL
07-08-2017,157.059998,158.919998,156.669998,158.809998,156.982132,21870300,AAPL
08-08-2017,158.600006,161.830002,158.270004,160.080002,158.237503,36205900,AAPL
09-08-2017,159.259995,161.270004,159.110001,161.059998,159.206223,26131500,AAPL
10-08-2017,159.899994,160,154.630005,155.320007,154.135223,40804300,AAPL
11-08-2017,156.600006,158.570007,156.070007,157.479996,156.278748,26257100,AAPL
14-08-2017,159.320007,160.210007,158.75,159.850006,158.630661,22122700,AAPL
15-08-2017,160.660004,162.199997,160.139999,161.600006,160.36731,29465500,AAPL
16-08-2017,161.940002,162.509995,160.149994,160.949997,159.72226,27671600,AAPL
17-08-2017,160.520004,160.710007,157.839996,157.860001,156.655838,27940600,AAPL
18-08-2017,157.860001,159.5,156.720001,157.5,156.298584,27428100,AAPL
21-08-2017,157.5,157.889999,155.110001,157.210007,156.010803,26368500,AAPL
22-08-2017,158.229996,160,158.020004,159.779999,158.561203,21604600,AAPL
23-08-2017,159.070007,160.470001,158.880005,159.979996,158.759674,19399100,AAPL
24-08-2017,160.429993,160.740005,158.550003,159.270004,158.055084,19818900,AAPL
25-08-2017,159.649994,160.559998,159.270004,159.860001,158.640594,25480100,AAPL
28-08-2017,160.139999,162,159.929993,161.470001,160.238312,25966000,AAPL
29-08-2017,160.100006,163.119995,160,162.910004,161.667328,29516900,AAPL
30-08-2017,163.800003,163.889999,162.610001,163.350006,162.103973,27269600,AAPL
31-08-2017,163.639999,164.520004,163.479996,164,162.749008,26785100,AAPL
01-09-2017,164.800003,164.940002,163.630005,164.050003,162.798615,16591100,AAPL
05-09-2017,163.75,164.25,160.559998,162.080002,160.843658,29468500,AAPL
06-09-2017,162.710007,162.990005,160.520004,161.910004,160.674957,21651700,AAPL
07-09-2017,162.089996,162.240005,160.360001,161.259995,160.029892,21928500,AAPL
08-09-2017,160.860001,161.149994,158.529999,158.630005,157.419983,28611500,AAPL
11-09-2017,160.5,162.050003,159.889999,161.5,160.268082,31085900,AAPL
12-09-2017,162.610001,163.960007,158.770004,160.860001,159.63295,71714000,AAPL
13-09-2017,159.869995,159.960007,157.910004,159.649994,158.432175,44907400,AAPL
14-09-2017,158.990005,159.399994,158.089996,158.279999,157.072632,23760700,AAPL
15-09-2017,158.470001,160.970001,158,159.880005,158.660431,49114600,AAPL
18-09-2017,160.110001,160.5,158,158.669998,157.459656,28269400,AAPL
19-09-2017,159.509995,159.770004,158.440002,158.729996,157.519196,20810600,AAPL
20-09-2017,157.899994,158.259995,153.830002,156.070007,154.879501,52951400,AAPL
21-09-2017,155.800003,155.800003,152.75,153.389999,152.21994,37511700,AAPL
22-09-2017,151.539993,152.270004,150.559998,151.889999,150.731384,46645400,AAPL
25-09-2017,149.990005,151.830002,149.160004,150.550003,149.401596,44387300,AAPL
26-09-2017,151.779999,153.919998,151.690002,153.139999,151.971832,36660000,AAPL
27-09-2017,153.800003,154.720001,153.539993,154.229996,153.053528,25504200,AAPL
28-09-2017,153.889999,154.279999,152.699997,153.279999,152.110779,22005500,AAPL
29-09-2017,153.210007,154.130005,152,154.119995,152.944366,26299800,AAPL
02-10-2017,154.259995,154.449997,152.720001,153.809998,152.636734,18698800,AAPL
03-10-2017,154.009995,155.089996,153.910004,154.479996,153.30162,16230300,AAPL
04-10-2017,153.630005,153.860001,152.460007,153.479996,152.30925,20163800,AAPL
05-10-2017,154.179993,155.440002,154.050003,155.389999,154.204681,21283800,AAPL
06-10-2017,154.970001,155.490005,154.559998,155.300003,154.115372,17407600,AAPL
09-10-2017,155.809998,156.729996,155.490005,155.839996,154.651245,16262900,AAPL
10-10-2017,156.059998,158,155.100006,155.899994,154.710785,15617000,AAPL
11-10-2017,155.970001,156.979996,155.75,156.550003,155.355835,16905600,AAPL
12-10-2017,156.350006,157.369995,155.729996,156,154.810028,16125100,AAPL
13-10-2017,156.729996,157.279999,156.410004,156.990005,155.792496,16394200,AAPL
16-10-2017,157.899994,160,157.649994,159.880005,158.660431,24121500,AAPL
17-10-2017,159.779999,160.869995,159.229996,160.470001,159.245941,18997300,AAPL
18-10-2017,160.419998,160.710007,159.600006,159.759995,158.541336,16374200,AAPL
19-10-2017,156.75,157.080002,155.020004,155.979996,154.790176,42584200,AAPL
20-10-2017,156.610001,157.75,155.960007,156.25,155.058121,23974100,AAPL
23-10-2017,156.889999,157.690002,155.5,156.169998,154.978729,21984300,AAPL
24-10-2017,156.289993,157.419998,156.199997,157.100006,155.901642,17757200,AAPL
25-10-2017,156.910004,157.550003,155.270004,156.410004,155.216904,21207100,AAPL
26-10-2017,157.229996,157.830002,156.779999,157.410004,156.209274,17000500,AAPL
27-10-2017,159.289993,163.600006,158.699997,163.050003,161.806259,44454200,AAPL
30-10-2017,163.889999,168.070007,163.720001,166.720001,165.448257,44700800,AAPL
31-10-2017,167.899994,169.649994,166.940002,169.039993,167.750549,36046800,AAPL
01-11-2017,169.869995,169.940002,165.610001,166.889999,165.616959,33637800,AAPL
02-11-2017,166.600006,168.5,165.279999,168.110001,166.827652,41393400,AAPL
03-11-2017,174,174.259995,171.119995,172.5,171.184174,59398600,AAPL
06-11-2017,172.369995,174.990005,171.720001,174.25,172.920822,35026300,AAPL
07-11-2017,173.910004,175.25,173.600006,174.809998,173.476532,24361500,AAPL
08-11-2017,174.660004,176.240005,174.330002,176.240005,174.895645,24409500,AAPL
09-11-2017,175.110001,176.100006,173.139999,175.880005,174.538391,29482600,AAPL
10-11-2017,175.110001,175.380005,174.270004,174.669998,173.960739,25145500,AAPL
13-11-2017,173.5,174.5,173.399994,173.970001,173.26358,16982100,AAPL
14-11-2017,173.039993,173.479996,171.179993,171.339996,170.644257,24782500,AAPL
15-11-2017,169.970001,170.320007,168.380005,169.080002,168.393448,29158100,AAPL
16-11-2017,171.179993,171.869995,170.300003,171.100006,170.405243,23637500,AAPL
17-11-2017,171.039993,171.389999,169.639999,170.149994,169.459091,21899500,AAPL
20-11-2017,170.289993,170.559998,169.559998,169.979996,169.28978,16262400,AAPL
21-11-2017,170.779999,173.699997,170.779999,173.139999,172.436951,25131300,AAPL
22-11-2017,173.360001,175,173.050003,174.960007,174.249573,25588900,AAPL
24-11-2017,175.100006,175.5,174.649994,174.970001,174.259521,14026700,AAPL
27-11-2017,175.050003,175.080002,173.339996,174.089996,173.383087,20716800,AAPL
28-11-2017,174.300003,174.869995,171.860001,173.070007,172.367249,26428800,AAPL
29-11-2017,172.630005,172.919998,167.160004,169.479996,168.791809,41666400,AAPL
30-11-2017,170.429993,172.139999,168.440002,171.850006,171.152191,41527200,AAPL
01-12-2017,169.949997,171.669998,168.5,171.050003,170.355438,39759300,AAPL
04-12-2017,172.479996,172.619995,169.630005,169.800003,169.110519,32542400,AAPL
05-12-2017,169.059998,171.520004,168.399994,169.639999,168.951172,27350200,AAPL
06-12-2017,167.5,170.199997,166.460007,169.009995,168.323715,28560000,AAPL
07-12-2017,169.029999,170.440002,168.910004,169.320007,168.632477,25673300,AAPL
08-12-2017,170.490005,171,168.820007,169.369995,168.682251,23355200,AAPL
11-12-2017,169.199997,172.889999,168.789993,172.669998,171.968857,35273800,AAPL
12-12-2017,172.149994,172.389999,171.460007,171.699997,171.002792,19409200,AAPL
13-12-2017,172.5,173.539993,172,172.270004,171.570496,23818400,AAPL
14-12-2017,172.399994,173.130005,171.649994,172.220001,171.520691,20476500,AAPL
15-12-2017,173.630005,174.169998,172.460007,173.970001,173.26358,40169300,AAPL
18-12-2017,174.880005,177.199997,174.860001,176.419998,175.703629,29421100,AAPL
19-12-2017,175.029999,175.389999,174.089996,174.539993,173.831268,27436400,AAPL
20-12-2017,174.869995,175.419998,173.25,174.350006,173.642044,23475600,AAPL
21-12-2017,174.169998,176.020004,174.100006,175.009995,174.299362,20949900,AAPL
22-12-2017,174.679993,175.419998,174.5,175.009995,174.299362,16349400,AAPL
26-12-2017,170.800003,171.470001,169.679993,170.570007,169.877396,33185500,AAPL
27-12-2017,170.100006,170.779999,169.710007,170.600006,169.907272,21498200,AAPL
28-12-2017,171,171.850006,170.479996,171.080002,170.385315,16480200,AAPL
29-12-2017,170.520004,170.589996,169.220001,169.229996,168.542831,25999900,AAPL
02-01-2018,170.160004,172.300003,169.259995,172.259995,171.560516,25555900,AAPL
03-01-2018,172.529999,174.550003,171.960007,172.229996,171.53064,29517900,AAPL
04-01-2018,172.539993,173.470001,172.080002,173.029999,172.327393,22434600,AAPL
05-01-2018,173.440002,175.369995,173.050003,175,174.289398,23660000,AAPL
08-01-2018,174.350006,175.610001,173.929993,174.350006,173.642044,20567800,AAPL
09-01-2018,174.550003,175.059998,173.410004,174.330002,173.622116,21584000,AAPL
10-01-2018,173.160004,174.300003,173,174.289993,173.582275,23959900,AAPL
11-01-2018,174.589996,175.490005,174.490005,175.279999,174.568268,18667700,AAPL
12-01-2018,176.179993,177.360001,175.649994,177.089996,176.370911,25418100,AAPL
16-01-2018,177.899994,179.389999,176.139999,176.190002,175.474579,29565900,AAPL
17-01-2018,176.149994,179.25,175.070007,179.100006,178.372757,34386800,AAPL
18-01-2018,179.369995,180.100006,178.25,179.259995,178.532104,31193400,AAPL
19-01-2018,178.610001,179.580002,177.410004,178.460007,177.735352,32425100,AAPL
22-01-2018,177.300003,177.779999,176.600006,177,176.281281,27108600,AAPL
23-01-2018,177.300003,179.440002,176.820007,177.039993,176.321106,32689100,AAPL
24-01-2018,177.25,177.300003,173.199997,174.220001,173.512573,51105100,AAPL
25-01-2018,174.509995,174.949997,170.529999,171.110001,170.415192,41529000,AAPL
26-01-2018,172,172,170.059998,171.509995,170.813568,39143000,AAPL
29-01-2018,170.160004,170.160004,167.070007,167.960007,167.278,50640400,AAPL
30-01-2018,165.529999,167.369995,164.699997,166.970001,166.292007,46048200,AAPL
31-01-2018,166.869995,168.440002,166.5,167.429993,166.750137,32478900,AAPL
01-02-2018,167.169998,168.619995,166.759995,167.779999,167.098724,47230800,AAPL
02-02-2018,166,166.800003,160.100006,160.5,159.848282,86593800,AAPL
05-02-2018,159.100006,163.880005,156,156.490005,155.854568,72738500,AAPL
06-02-2018,154.830002,163.720001,154,163.029999,162.368011,68243800,AAPL
07-02-2018,163.089996,163.399994,159.070007,159.539993,158.892166,51608600,AAPL
08-02-2018,160.289993,161,155.029999,155.149994,154.520004,54390500,AAPL
09-02-2018,157.070007,157.889999,150.240005,156.410004,156.410004,70672600,AAPL
12-02-2018,158.5,163.889999,157.509995,162.710007,162.710007,60819500,AAPL
13-02-2018,161.949997,164.75,161.649994,164.339996,164.339996,32549200,AAPL
14-02-2018,163.039993,167.539993,162.880005,167.369995,167.369995,40644900,AAPL
15-02-2018,169.789993,173.089996,169,172.990005,172.990005,51147200,AAPL
16-02-2018,172.360001,174.820007,171.770004,172.429993,172.429993,40176100,AAPL
20-02-2018,172.050003,174.259995,171.419998,171.850006,171.850006,33930500,AAPL
21-02-2018,172.830002,174.119995,171.009995,171.070007,171.070007,37471600,AAPL
22-02-2018,171.800003,173.949997,171.710007,172.5,172.5,30991900,AAPL
23-02-2018,173.669998,175.649994,173.539993,175.5,175.5,33812400,AAPL
26-02-2018,176.350006,179.389999,176.210007,178.970001,178.970001,38162200,AAPL
27-02-2018,179.100006,180.479996,178.160004,178.389999,178.389999,38928100,AAPL
28-02-2018,179.259995,180.619995,178.050003,178.119995,178.119995,37782100,AAPL
01-03-2018,178.539993,179.779999,172.660004,175,175,48802000,AAPL
02-03-2018,172.800003,176.300003,172.449997,176.210007,176.210007,38454000,AAPL
05-03-2018,175.210007,177.740005,174.520004,176.820007,176.820007,28401400,AAPL
06-03-2018,177.910004,178.25,176.130005,176.669998,176.669998,23788500,AAPL
07-03-2018,174.940002,175.850006,174.270004,175.029999,175.029999,31703500,AAPL
08-03-2018,175.479996,177.119995,175.070007,176.940002,176.940002,23774100,AAPL
09-03-2018,177.960007,180,177.389999,179.979996,179.979996,32185200,AAPL
12-03-2018,180.289993,182.389999,180.210007,181.720001,181.720001,32207100,AAPL
13-03-2018,182.589996,183.5,179.240005,179.970001,179.970001,31693500,AAPL
14-03-2018,180.320007,180.520004,177.809998,178.440002,178.440002,29368400,AAPL
15-03-2018,178.5,180.240005,178.070007,178.649994,178.649994,22743800,AAPL
16-03-2018,178.649994,179.119995,177.619995,178.020004,178.020004,39404700,AAPL
19-03-2018,177.320007,177.470001,173.660004,175.300003,175.300003,33446800,AAPL
20-03-2018,175.240005,176.800003,174.940002,175.240005,175.240005,19649400,AAPL
21-03-2018,175.039993,175.089996,171.259995,171.270004,171.270004,36338100,AAPL
22-03-2018,170,172.679993,168.929993,170.074997,170.074997,33620523,AAPL
